,Area,Area_Name,BHK,Bathroom,Furnishing,Parking,Status,Transaction,Type,Per_Sqft,Price
870,450,narela,1,1,Furnished,2,Ready_to_move,Resale,Apartment,4889,2200000
871,900,narela,2,2,Semi-Furnished,2,Ready_to_move,Resale,Apartment,4222,3800000
871,900,narela,2,2,Semi-Furnished,2,Ready_to_move,Resale,Apartment,4222,3800000
872,360,narela,1,1,Unfurnished,1,Ready_to_move,Resale,Apartment,5000,1800000
872,360,narela,1,1,Unfurnished,1,Ready_to_move,Resale,Apartment,5000,1800000
873,559.7228,narela,2,2,Furnished,3,Ready_to_move,Resale,Apartment,5092,2850000
873,559.7228,narela,2,2,Furnished,3,Ready_to_move,Resale,Apartment,5092,2850000
874,350,narela,1,1,Unfurnished,3,Ready_to_move,Resale,Apartment,7143,2500000
874,350,narela,1,1,Unfurnished,3,Ready_to_move,Resale,Apartment,7143,2500000
875,365,narela,1,1,Unfurnished,39,Ready_to_move,Resale,Apartment,7143,3500000
875,365,narela,1,1,Unfurnished,39,Ready_to_move,Resale,Apartment,7143,3500000
876,390,narela,1,1,Unfurnished,39,Ready_to_move,Resale,Apartment,5128,2000000
876,390,narela,1,1,Unfurnished,39,Ready_to_move,Resale,Apartment,5128,2000000
877,350,narela,1,1,Unfurnished,39,Ready_to_move,Resale,Apartment,5128,3000000
877,350,narela,1,1,Unfurnished,39,Ready_to_move,Resale,Apartment,5128,3000000
878,210,narela,1,1,Semi-Furnished,39,Ready_to_move,New_Property,Apartment,5128,2000000
878,210,narela,1,1,Semi-Furnished,39,Ready_to_move,New_Property,Apartment,5128,2000000
879,50,narela,1,1,Unfurnished,39,Ready_to_move,New_Property,Apartment,5128,3500000
879,50,narela,1,1,Unfurnished,39,Ready_to_move,New_Property,Apartment,5128,3500000
880,500,narela,1,1,Unfurnished,39,Ready_to_move,Resale,Apartment,3600,1800000
880,500,narela,1,1,Unfurnished,39,Ready_to_move,Resale,Apartment,3600,1800000
881,350,narela,1,1,Unfurnished,39,Ready_to_move,Resale,Apartment,4571,1600000
881,350,narela,1,1,Unfurnished,39,Ready_to_move,Resale,Apartment,4571,1600000
882,379,narela,1,1,Unfurnished,1,Ready_to_move,Resale,Builder_Floor,4221,1600000
882,379,narela,1,1,Unfurnished,1,Ready_to_move,Resale,Builder_Floor,4221,1600000
883,236.8058,narela,1,1,Unfurnished,1,Ready_to_move,Resale,Apartment,4221,2000000
883,236.8058,narela,1,1,Unfurnished,1,Ready_to_move,Resale,Apartment,4221,2000000
884,445,narela,1,1,Unfurnished,1,Ready_to_move,Resale,Apartment,4221,1500000
884,445,narela,1,1,Unfurnished,1,Ready_to_move,Resale,Apartment,4221,1500000
885,452.0838,narela,2,1,Furnished,1,Ready_to_move,Resale,Apartment,6636,3000000
885,452.0838,narela,2,1,Furnished,1,Ready_to_move,Resale,Apartment,6636,3000000
886,350,narela,1,1,Unfurnished,1,Ready_to_move,New_Property,Apartment,4270,1490000
886,350,narela,1,1,Unfurnished,1,Ready_to_move,New_Property,Apartment,4270,1490000
887,437,narela,1,1,Furnished,1,Ready_to_move,New_Property,Apartment,4270,3500000
887,437,narela,1,1,Furnished,1,Ready_to_move,New_Property,Apartment,4270,3500000
888,61,narela,3,3,Unfurnished,1,Ready_to_move,Resale,Apartment,4270,4000000
888,61,narela,3,3,Unfurnished,1,Ready_to_move,Resale,Apartment,4270,4000000
889,495,narela,2,2,Unfurnished,1,Ready_to_move,Resale,Builder_Floor,4270,1750000
889,495,narela,2,2,Unfurnished,1,Ready_to_move,Resale,Builder_Floor,4270,1750000
890,900,narela,2,2,Unfurnished,1,Ready_to_move,Resale,Apartment,4270,4600000
890,900,narela,2,2,Unfurnished,1,Ready_to_move,Resale,Apartment,4270,4600000
891,350,narela,1,1,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,5143,1800000
891,350,narela,1,1,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,5143,1800000
892,585,narela,2,2,Unfurnished,1,Ready_to_move,Resale,Builder_Floor,3248,1900000
892,585,narela,2,2,Unfurnished,1,Ready_to_move,Resale,Builder_Floor,3248,1900000
893,198,narela,1,1,Furnished,1,Ready_to_move,Resale,Apartment,5051,1000000
893,198,narela,1,1,Furnished,1,Ready_to_move,Resale,Apartment,5051,1000000
894,4900,narela,1,1,Unfurnished,1,Ready_to_move,New_Property,Apartment,5051,1000000
894,4900,narela,1,1,Unfurnished,1,Ready_to_move,New_Property,Apartment,5051,1000000
895,2077.4327,narela,1,1,Unfurnished,1,Ready_to_move,Resale,Builder_Floor,5051,1000000
895,2077.4327,narela,1,1,Unfurnished,1,Ready_to_move,Resale,Builder_Floor,5051,1000000
896,50,narela,1,1,Semi-Furnished,1,Ready_to_move,New_Property,Apartment,5051,3500000
896,50,narela,1,1,Semi-Furnished,1,Ready_to_move,New_Property,Apartment,5051,3500000
897,990,narela,3,2,Furnished,1,Ready_to_move,Resale,Builder_Floor,5051,5000000
897,990,narela,3,2,Furnished,1,Ready_to_move,Resale,Builder_Floor,5051,5000000
898,425,narela,1,1,Unfurnished,1,Ready_to_move,Resale,Apartment,5176,2200000
898,425,narela,1,1,Unfurnished,1,Ready_to_move,Resale,Apartment,5176,2200000
905,3000,geetanjali enclave,4,4,Unfurnished,2,Ready_to_move,New_Property,Builder_Floor,14888,67000000
905,3000,malviya nagar,4,4,Unfurnished,2,Ready_to_move,New_Property,Builder_Floor,14888,67000000
906,850,malviya nagar,2,2,Unfurnished,2,Ready_to_move,Resale,Builder_Floor,14888,8500000
907,750,malviya nagar,2,2,Unfurnished,2,Almost_ready,New_Property,Builder_Floor,14888,11500000
908,2600,geetanjali enclave,4,5,Semi-Furnished,3,Ready_to_move,New_Property,Builder_Floor,14888,52500000
908,2600,malviya nagar,4,5,Semi-Furnished,3,Ready_to_move,New_Property,Builder_Floor,14888,52500000
909,800,malviya nagar,2,2,Semi-Furnished,1,Ready_to_move,New_Property,Builder_Floor,14888,12000000
910,550,malviya nagar,2,2,Semi-Furnished,2,Ready_to_move,Resale,Builder_Floor,14888,10700000
911,700,malviya nagar,2,2,Semi-Furnished,1,Ready_to_move,Resale,Apartment,14888,9000000
912,2316,geetanjali enclave,3,4,Furnished,1,Ready_to_move,Resale,Builder_Floor,14888,100000000
912,2316,malviya nagar,3,4,Furnished,1,Ready_to_move,Resale,Builder_Floor,14888,100000000
913,900,malviya nagar,3,2,Semi-Furnished,1,Ready_to_move,Resale,Apartment,14888,6200000
914,100,malviya nagar,3,2,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,14888,17000000
915,900,south delhi,2,3,Semi-Furnished,2,Ready_to_move,Resale,Builder_Floor,14888,12500000
915,900,malviya nagar,2,3,Semi-Furnished,2,Ready_to_move,Resale,Builder_Floor,14888,12500000
916,1500,malviya nagar,2,2,Semi-Furnished,3,Ready_to_move,New_Property,Builder_Floor,14888,13000000
917,650,malviya nagar,3,2,Unfurnished,3,Ready_to_move,Resale,Builder_Floor,14888,4200000
918,2000,malviya nagar,4,4,Semi-Furnished,2,Ready_to_move,New_Property,Builder_Floor,14888,36000000
919,500,malviya nagar,1,1,Unfurnished,2,Ready_to_move,Resale,Apartment,14888,2300000
920,1125,malviya nagar,2,2,Unfurnished,2,Ready_to_move,Resale,Builder_Floor,7200,8100000
921,1300,malviya nagar,3,3,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,7200,10000000
922,2500,geetanjali enclave,4,5,Unfurnished,1,Ready_to_move,New_Property,Builder_Floor,7200,62500000
922,2500,malviya nagar,4,5,Unfurnished,1,Ready_to_move,New_Property,Builder_Floor,7200,62500000
923,2200,geetanjali enclave,4,5,Semi-Furnished,2,Ready_to_move,New_Property,Builder_Floor,7200,65000000
923,2200,malviya nagar,4,5,Semi-Furnished,2,Ready_to_move,New_Property,Builder_Floor,7200,65000000
924,1290,malviya nagar,3,2,Semi-Furnished,2,Ready_to_move,Resale,Builder_Floor,7200,20000000
925,2250,geetanjali enclave,4,4,Semi-Furnished,2,Ready_to_move,New_Property,Builder_Floor,7200,57500000
925,2250,malviya nagar,4,4,Semi-Furnished,2,Ready_to_move,New_Property,Builder_Floor,7200,57500000
926,1350,malviya nagar,3,3,Semi-Furnished,2,Ready_to_move,New_Property,Builder_Floor,7200,30000000
927,1400,malviya nagar,3,3,Semi-Furnished,1,Ready_to_move,New_Property,Builder_Floor,21429,30000000
928,1700,malviya nagar,3,3,Unfurnished,2,Ready_to_move,New_Property,Builder_Floor,21429,30000000
934,900,dilshad garden,2,2,Furnished,2,Ready_to_move,Resale,Builder_Floor,7666,6900000
935,400,dilshad garden,1,1,Unfurnished,1,Ready_to_move,Resale,Builder_Floor,7666,3600000
936,900,dilshad garden,3,2,Semi-Furnished,2,Ready_to_move,Resale,Apartment,7666,13500000
937,1000,dilshad garden,3,2,Furnished,1,Ready_to_move,Resale,Apartment,9200,9200000
938,405,dilshad garden,1,1,Unfurnished,1,Ready_to_move,Resale,Apartment,9200,2500000
939,1700,dilshad garden,3,2,Furnished,1,Ready_to_move,Resale,Apartment,9200,17000000
940,800,dilshad garden,3,2,Semi-Furnished,1,Ready_to_move,Resale,Apartment,9200,9030000
941,1076.39,dilshad garden,3,2,Unfurnished,10,Ready_to_move,Resale,Builder_Floor,8640,9300000
942,750,dilshad garden,2,1,Semi-Furnished,2,Ready_to_move,New_Property,Apartment,8640,6500000
943,460,dilshad garden,2,1,Unfurnished,2,Ready_to_move,Resale,Builder_Floor,8640,3300000
944,370,dilshad garden,1,1,Unfurnished,2,Ready_to_move,Resale,Builder_Floor,6486,2400000
945,1800,dilshad garden,3,3,Semi-Furnished,1,Ready_to_move,New_Property,Builder_Floor,8333,15000000
946,1080,dilshad garden,3,1,Unfurnished,1,Ready_to_move,New_Property,Apartment,8333,7000000
947,350,dilshad garden,1,1,Unfurnished,1,Ready_to_move,Resale,Apartment,12000,4200000
948,500,dilshad garden,2,1,Furnished,1,Ready_to_move,Resale,Apartment,12000,5800000
949,900,dilshad garden,3,2,Semi-Furnished,1,Ready_to_move,Resale,Apartment,12000,4800000
950,800,dilshad garden,2,2,Semi-Furnished,1,Ready_to_move,Resale,Apartment,9375,7500000
951,350,dilshad garden,1,1,Unfurnished,1,Ready_to_move,Resale,Apartment,9375,3000000
952,430.556,dilshad garden,1,1,Unfurnished,1,Ready_to_move,Resale,Apartment,9375,4300000
953,500,dilshad garden,1,1,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,5200,2600000
954,1450,dilshad garden,2,2,Unfurnished,1,Ready_to_move,Resale,Apartment,5200,7000000
955,800,dilshad garden,2,2,Unfurnished,1,Ready_to_move,Resale,Builder_Floor,7500,6000000
956,1000,dilshad garden,2,2,Semi-Furnished,1,Ready_to_move,Resale,Apartment,6700,6700000
957,1000,dilshad garden,3,3,Furnished,1,Ready_to_move,Resale,Apartment,9500,9500000
958,1600,dilshad garden,3,2,Semi-Furnished,1,Ready_to_move,Resale,Apartment,10625,17000000
976,1450,vasundhara enclave,3,2,Furnished,1,Ready_to_move,Resale,Apartment,9655,14000000
977,1450,vasundhara enclave,3,3,Semi-Furnished,1,Ready_to_move,Resale,Apartment,9655,11600000
978,1150,vasundhara enclave,3,3,Semi-Furnished,1,Ready_to_move,Resale,Apartment,9655,12000000
979,780,vasundhara enclave,2,2,Semi-Furnished,1,Ready_to_move,Resale,Apartment,9655,7500000
980,1300,vasundhara enclave,3,2,Semi-Furnished,2,Ready_to_move,Resale,Apartment,9655,9800000
981,1350,new delhi,3,3,Semi-Furnished,1,Ready_to_move,Resale,Apartment,9655,12000000
981,1350,new delhi,3,3,Semi-Furnished,1,Ready_to_move,Resale,Apartment,9655,12000000
981,1350,vasundhara enclave,3,3,Semi-Furnished,1,Ready_to_move,Resale,Apartment,9655,12000000
982,1200,vasundhara enclave,3,2,Semi-Furnished,1,Ready_to_move,Resale,Apartment,9655,12500000
983,1460,vasundhara enclave,3,3,Semi-Furnished,1,Ready_to_move,Resale,Apartment,9655,16500000
984,1460,vasundhara enclave,3,3,Unfurnished,1,Ready_to_move,Resale,Apartment,9655,12000000
985,1100,vasundhara enclave,2,2,Unfurnished,1,Ready_to_move,Resale,Apartment,9655,7200000
986,1500,vasundhara enclave,3,3,Furnished,2,Ready_to_move,Resale,Apartment,10000,15000000
987,1050,vasundhara enclave,2,2,Semi-Furnished,1,Ready_to_move,Resale,Apartment,10000,10000000
988,1350,vasundhara enclave,3,3,Semi-Furnished,1,Ready_to_move,Resale,Apartment,10000,11000000
989,1500,okhla,2,2,Furnished,2,Almost_ready,New_Property,Apartment,16466,24700000
990,976,okhla,2,2,Furnished,2,Almost_ready,New_Property,Apartment,25512,24900000
991,540,okhla,2,1,Semi-Furnished,1,Ready_to_move,New_Property,Builder_Floor,25512,3600000
992,450,okhla,1,1,Semi-Furnished,1,Ready_to_move,New_Property,Builder_Floor,25512,1700000
993,900,okhla,2,2,Unfurnished,1,Ready_to_move,Resale,Apartment,25512,11000000
994,2500,okhla,4,4,Semi-Furnished,2,Ready_to_move,Resale,Builder_Floor,30000,75000000
995,979.5149,okhla,2,2,Unfurnished,1,Almost_ready,New_Property,Apartment,30000,24800000
996,945,okhla,2,2,Semi-Furnished,1,Almost_ready,New_Property,Apartment,30000,24900000
997,976,okhla,2,2,Unfurnished,2,Almost_ready,New_Property,Apartment,30000,24900000
998,1531,okhla,2,2,Unfurnished,2,Almost_ready,New_Property,Apartment,16917,25900000
999,1000,okhla,2,2,Unfurnished,2,Ready_to_move,Resale,Builder_Floor,16917,11700000
1000,750,okhla,3,2,Furnished,2,Ready_to_move,Resale,Apartment,16917,13500000
1001,900,okhla,3,2,Furnished,1,Ready_to_move,Resale,Builder_Floor,16917,5500000
1002,1512,okhla,2,2,Unfurnished,1,Almost_ready,New_Property,Apartment,19841,30000000
1003,35,okhla,3,2,Semi-Furnished,2,Ready_to_move,Resale,Apartment,19841,4950000
1004,1500,okhla,3,2,Semi-Furnished,1,Ready_to_move,Resale,Apartment,19841,16000000
1005,2907,okhla,4,4,Semi-Furnished,1,Ready_to_move,Resale,Apartment,10320,30000000
1006,2210,okhla,4,3,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,10320,41000000
1007,750,okhla,2,2,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,10320,3800000
1008,2518.7526,okhla,4,5,Unfurnished,2,Almost_ready,New_Property,Apartment,10320,68900000
1009,588,okhla,2,2,Unfurnished,2,Ready_to_move,New_Property,Apartment,10320,1800000
1010,540,new friends colony,2,1,Unfurnished,2,Ready_to_move,Resale,Builder_Floor,2778,1500000
1011,1100,okhla,3,3,Semi-Furnished,2,Ready_to_move,Resale,Apartment,2778,12500000
1012,550,okhla,2,1,Semi-Furnished,2,Ready_to_move,Resale,Apartment,2778,1600000
1013,750,okhla,3,2,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,2778,2400000
1014,1260,okhla,3,2,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,5556,7000000
1015,675,okhla,2,2,Unfurnished,1,Ready_to_move,Resale,Builder_Floor,5556,3100000
1016,810,okhla,2,2,Semi-Furnished,1,Ready_to_move,Resale,Apartment,5556,14500000
1017,3150,okhla,4,5,Semi-Furnished,3,Ready_to_move,New_Property,Builder_Floor,5556,61500000
1018,2000,okhla,4,4,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,5556,27500000
1019,1775,karol bagh,3,3,Semi-Furnished,1,Almost_ready,New_Property,Apartment,14366,25500000
1020,1135,karol bagh,3,3,Furnished,2,Almost_ready,Resale,Apartment,14366,25000000
1021,1252,karol bagh,2,2,Semi-Furnished,1,Almost_ready,New_Property,Apartment,14776,18500000
1022,2000,karol bagh,4,4,Semi-Furnished,1,Almost_ready,New_Property,Apartment,14776,39700000
1023,530,karol bagh,4,1,Semi-Furnished,1,Ready_to_move,Resale,Apartment,14776,6800000
1024,1332,karol bagh,3,2,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,14776,6540000
1025,1017,karol bagh,3,3,Semi-Furnished,1,Ready_to_move,New_Property,Apartment,14776,22000000
1027,987,karol bagh,2,2,Semi-Furnished,1,Ready_to_move,New_Property,Apartment,14366,17000000
1028,1912,karol bagh,3,3,Semi-Furnished,1,Almost_ready,New_Property,Apartment,14382,27500000
1029,5236,karol bagh,5,7,Unfurnished,3,Almost_ready,New_Property,Apartment,14092,73700000
1030,2805,karol bagh,4,4,Unfurnished,2,Almost_ready,Resale,Apartment,14092,52300000
1031,1500,karol bagh,3,3,Unfurnished,2,Ready_to_move,Resale,Apartment,14092,16000000
1032,1280,karol bagh,3,3,Furnished,2,Ready_to_move,Resale,Builder_Floor,14092,15000000
1034,675,karol bagh,2,2,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,14815,10000000
1035,576,karol bagh,2,2,Unfurnished,1,Ready_to_move,Resale,Apartment,14815,5000000
1036,1206,karol bagh,3,3,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,16584,20000000
1037,1143,karol bagh,2,2,Unfurnished,1,Ready_to_move,Resale,Apartment,125984,16000000
1038,345,karol bagh,1,1,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,125984,5500000
1039,720,karol bagh,2,1,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,9722,7000000
1040,468,karol bagh,2,2,Unfurnished,1,Ready_to_move,Resale,Builder_Floor,8761,4100000
1041,1600,karol bagh,3,3,Semi-Furnished,1,Ready_to_move,New_Property,Builder_Floor,8761,24000000
1042,950,karol bagh,2,2,Furnished,1,Ready_to_move,Resale,Apartment,8761,12500000
1043,535,karol bagh,2,1,Furnished,1,Ready_to_move,New_Property,Apartment,7290,3900000
1044,1200,karol bagh,3,2,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,7290,14500000
1045,1501,karol bagh,3,2,Semi-Furnished,1,Almost_ready,Resale,Apartment,13324,20000000
1046,1135,karol bagh,3,3,Furnished,2,Almost_ready,Resale,Apartment,13324,24500000
1047,1200,karol bagh,3,2,Semi-Furnished,1,Almost_ready,Resale,Apartment,13324,20900000
1048,2200,karol bagh,3,3,Semi-Furnished,1,Ready_to_move,New_Property,Apartment,13324,43100000
1057,2800,kirti nagar,4,4,Unfurnished,2,Ready_to_move,Resale,Apartment,14285,40000000
1057,2800,moti nagar,4,4,Unfurnished,2,Ready_to_move,Resale,Apartment,14285,40000000
1058,1646,kirti nagar,3,3,Unfurnished,1,Ready_to_move,Resale,Apartment,12151,20000000
1058,1646,moti nagar,3,3,Unfurnished,1,Ready_to_move,Resale,Apartment,12151,20000000
1059,900,kirti nagar,2,2,Semi-Furnished,1,Ready_to_move,Resale,Apartment,12151,6700000
1059,900,moti nagar,2,2,Semi-Furnished,1,Ready_to_move,Resale,Apartment,12151,6700000
1060,1250,kirti nagar,3,2,Semi-Furnished,1,Ready_to_move,Resale,Apartment,12151,16000000
1060,1250,moti nagar,3,2,Semi-Furnished,1,Ready_to_move,Resale,Apartment,12151,16000000
1061,900,kirti nagar,3,2,Unfurnished,1,Ready_to_move,Resale,Builder_Floor,8889,8000000
1061,900,moti nagar,3,2,Unfurnished,1,Ready_to_move,Resale,Builder_Floor,8889,8000000
1062,1590,kirti nagar,3,2,Unfurnished,2,Ready_to_move,New_Property,Apartment,8889,25000000
1062,1590,moti nagar,3,2,Unfurnished,2,Ready_to_move,New_Property,Apartment,8889,25000000
1063,990,kirti nagar,3,2,Unfurnished,2,Ready_to_move,Resale,Apartment,8889,25000000
1063,990,moti nagar,3,2,Unfurnished,2,Ready_to_move,Resale,Apartment,8889,25000000
1064,2282,kirti nagar,4,5,Unfurnished,2,Ready_to_move,Resale,Apartment,8889,37500000
1064,2282,moti nagar,4,5,Unfurnished,2,Ready_to_move,Resale,Apartment,8889,37500000
1065,1260,kirti nagar,3,3,Semi-Furnished,1,Ready_to_move,Resale,Apartment,8889,25000000
1065,1260,moti nagar,3,3,Semi-Furnished,1,Ready_to_move,Resale,Apartment,8889,25000000
1066,1457,kirti nagar,3,3,Unfurnished,1,Ready_to_move,Resale,Apartment,8889,23000000
1066,1457,moti nagar,3,3,Unfurnished,1,Ready_to_move,Resale,Apartment,8889,23000000
1067,1400,kirti nagar,3,2,Semi-Furnished,2,Ready_to_move,Resale,Apartment,8889,17500000
1067,1400,moti nagar,3,2,Semi-Furnished,2,Ready_to_move,Resale,Apartment,8889,17500000
1068,2175,kirti nagar,4,4,Unfurnished,1,Ready_to_move,Resale,Apartment,8889,44000000
1068,2175,moti nagar,4,4,Unfurnished,1,Ready_to_move,Resale,Apartment,8889,44000000
1069,1450,kirti nagar,3,3,Semi-Furnished,2,Ready_to_move,New_Property,Apartment,8889,15000000
1069,1450,moti nagar,3,3,Semi-Furnished,2,Ready_to_move,New_Property,Apartment,8889,15000000
1070,2800,kirti nagar,4,5,Semi-Furnished,2,Ready_to_move,Resale,Apartment,15178,42500000
1070,2800,moti nagar,4,5,Semi-Furnished,2,Ready_to_move,Resale,Apartment,15178,42500000
1071,861.112,kirti nagar,2,2,Furnished,2,Ready_to_move,Resale,Builder_Floor,5806,5000000
1071,861.112,moti nagar,2,2,Furnished,2,Ready_to_move,Resale,Builder_Floor,5806,5000000
1072,2282,kirti nagar,4,5,Unfurnished,2,Ready_to_move,Resale,Apartment,5806,38000000
1072,2282,moti nagar,4,5,Unfurnished,2,Ready_to_move,Resale,Apartment,5806,38000000
1073,1753,kirti nagar,3,3,Unfurnished,1,Ready_to_move,Resale,Apartment,10838,19000000
1073,1753,moti nagar,3,3,Unfurnished,1,Ready_to_move,Resale,Apartment,10838,19000000
1074,2659,kirti nagar,4,5,Unfurnished,3,Ready_to_move,Resale,Apartment,10838,43500000
1074,2659,moti nagar,4,5,Unfurnished,3,Ready_to_move,Resale,Apartment,10838,43500000
1075,1550,kirti nagar,3,2,Unfurnished,3,Ready_to_move,Resale,Apartment,10838,19500000
1075,1550,moti nagar,3,2,Unfurnished,3,Ready_to_move,Resale,Apartment,10838,19500000
1076,1470,kirti nagar,3,2,Semi-Furnished,2,Ready_to_move,New_Property,Apartment,10838,14200000
1076,1470,moti nagar,3,2,Semi-Furnished,2,Ready_to_move,New_Property,Apartment,10838,14200000
1077,702,kirti nagar,3,2,Semi-Furnished,2,Ready_to_move,Resale,Apartment,10838,14200000
1077,702,moti nagar,3,2,Semi-Furnished,2,Ready_to_move,Resale,Apartment,10838,14200000
1078,1138,kirti nagar,2,2,Semi-Furnished,2,Ready_to_move,New_Property,Apartment,10838,13500000
1078,1138,moti nagar,2,2,Semi-Furnished,2,Ready_to_move,New_Property,Apartment,10838,13500000
1114,2572,punjabi bagh,3,3,Furnished,4,Ready_to_move,Resale,Apartment,13608,35000000
1115,2100,punjabi bagh,3,3,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,11905,25000000
1116,1620,punjabi bagh,3,3,Semi-Furnished,1,Ready_to_move,New_Property,Builder_Floor,11905,29000000
1117,2500,punjabi bagh,4,4,Semi-Furnished,2,Ready_to_move,New_Property,Builder_Floor,11905,80000000
1118,2250,punjabi bagh,3,3,Semi-Furnished,2,Ready_to_move,Resale,Apartment,11905,20500000
1119,2445,punjabi bagh,4,4,Semi-Furnished,1,Ready_to_move,Resale,Apartment,11905,52500000
1120,2250,punjabi bagh,4,4,Unfurnished,2,Ready_to_move,New_Property,Builder_Floor,11905,37500000
1121,800,punjabi bagh,2,2,Semi-Furnished,2,Ready_to_move,Resale,Apartment,11905,7500000
1122,1450,punjabi bagh,3,3,Semi-Furnished,2,Ready_to_move,Resale,Builder_Floor,11905,32500000
1123,1440,punjabi bagh,3,3,Unfurnished,2,Ready_to_move,Resale,Builder_Floor,11905,24500000
1124,5220,punjabi bagh,5,5,Unfurnished,2,Ready_to_move,Resale,Builder_Floor,11905,65000000
1125,1800,punjabi bagh,3,3,Semi-Furnished,2,Ready_to_move,New_Property,Builder_Floor,11905,27500000
1126,4455,punjabi bagh,5,5,Semi-Furnished,1,Almost_ready,New_Property,Builder_Floor,11905,115000000
1127,195,punjabi bagh,3,3,Semi-Furnished,1,Almost_ready,New_Property,Builder_Floor,11905,28000000
1128,807.2925,punjabi bagh,2,1,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,9909,8000000
1129,3500,punjabi bagh,4,4,Furnished,3,Ready_to_move,New_Property,Builder_Floor,9909,75100000
1130,1000,punjabi bagh,2,2,Semi-Furnished,1,Ready_to_move,Resale,Apartment,7800,7800000
1131,900,punjabi bagh,2,2,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,16667,15000000
1132,1800,punjabi bagh,3,3,Furnished,1,Ready_to_move,Resale,Builder_Floor,15278,27500000
1133,17010,punjabi bagh,3,3,Semi-Furnished,2,Ready_to_move,Resale,Builder_Floor,15278,25000000
1134,2340,punjabi bagh,4,4,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,15278,26000000
1135,1350,punjabi bagh,3,3,Unfurnished,1,Ready_to_move,Resale,Apartment,15278,23500000
1136,464,punjabi bagh,3,1,Unfurnished,1,Ready_to_move,Resale,Builder_Floor,15278,4200000
1137,954,punjabi bagh,2,2,Unfurnished,1,Ready_to_move,Resale,Builder_Floor,15278,10000000
1138,1155,punjabi bagh,2,2,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,15278,18500000
1186,800,new delhi,2,2,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,10000,8000000
1186,800,new delhi,2,2,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,10000,8000000
1186,800,kalkaji,2,2,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,10000,8000000
1187,1150,kalkaji,2,3,Semi-Furnished,2,Ready_to_move,Resale,Apartment,10000,16100000
1188,900,govindpuri,3,3,Semi-Furnished,1,Ready_to_move,New_Property,Builder_Floor,10000,6800000
1188,900,kalkaji,3,3,Semi-Furnished,1,Ready_to_move,New_Property,Builder_Floor,10000,6800000
1189,1070,kalkaji,3,2,Furnished,1,Ready_to_move,Resale,Apartment,10000,6800000
1190,1050,kalkaji,2,2,Unfurnished,1,Ready_to_move,Resale,Apartment,10000,9000000
1191,1000,kalkaji,2,2,Semi-Furnished,1,Ready_to_move,Resale,Builder_Floor,18000,18000000
1192,1550,kalkaji,3,3,Unfurnished,2,Ready_to_move,Resale,Builder_Floor,18000,27500000
1193,1300,kalkaji,3,2,Unfurnished,1,Ready_to_move,Resale,Apartment,18000,13500000
1194,810,kalkaji,2,2,Semi-Furnished,1,Ready_to_move,New_Property,Builder_Floor,18000,14000000
1195,900,kalkaji,2,2,Furnished,1,Ready_to_move,Resale,Builder_Floor,18000,9000000
1196,1200,kalkaji,2,2,Unfurnished,1,Ready_to_move,Resale,Apartment,18000,16000000
1197,1000,kalkaji,2,3,Semi-Furnished,1,Ready_to_move,Resale,Apartment,18000,11000000
1198,720,govindpuri,2,2,Unfurnished,1,Almost_ready,New_Property,Builder_Floor,18000,5500000
1198,720,kalkaji,2,2,Unfurnished,1,Almost_ready,New_Property,Builder_Floor,18000,5500000
1201,1800,hauz khas,3,3,Semi-Furnished,2,Ready_to_move,New_Property,Builder_Floor,24166,43500000
1202,6000,hauz khas,5,5,Semi-Furnished,3,Ready_to_move,New_Property,Apartment,30000,180000000
1203,1800,hauz khas,4,4,Semi-Furnished,2,Ready_to_move,New_Property,Builder_Floor,30000,80000000
1204,2000,hauz khas,3,3,Unfurnished,2,Ready_to_move,Resale,Apartment,30000,37500000
1205,2066,hauz khas,4,4,Unfurnished,2,Almost_ready,New_Property,Builder_Floor,30000,60000000
1206,2050,hauz khas,3,3,Semi-Furnished,2,Ready_to_move,New_Property,Builder_Floor,30000,71000000
1207,1100,hauz khas,3,3,Unfurnished,2,Ready_to_move,Resale,Apartment,30000,18500000
